year, month,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2019,11,288,61,31.24,0,13.58,0,16.18,0,0,3124,1732,0,344,0,1048
2019,11,256,41,22.85,0,3.55,0,14.6,0,1,2056,1026,0,313,0,717
2019,11,44,4,1.67,0,2.33,0,0,0,1,96,35,0,61,0,0
2019,11,120,18,10.83,0,0.93,0,6.24,0,0,871,657,0,35,0,179
2019,11,452,67,34.2,0,11.12,1,20.68,0,0,4977,2917,0,653,51,1356
2019,11,163,26,11.49,0,11.48,0,3.03,0,1,1224,724,0,303,0,197
2019,11,95,9,6.4,0,1.79,0,0.82,0,0,680,578,0,52,0,50
2019,11,164,26,9.27,0,12.6,0,4.13,0,0,1807,891,0,347,0,569
2019,11,454,71,17.95,0.89,45.59,1,5.57,0,2,3941,1165,56,2311,15,394
2019,11,102,10,6.4,0,1.83,0,1.77,0,2,891,515,0,48,0,328
2019,11,855,178,87.1,0.2,35.83,0,54.87,0,1,10488,5769,9,1339,0,3371
2019,11,230,28,13.17,0,6.73,0,8.11,0,1,1282,687,0,185,0,410
2019,11,90,8,4.24,0,1.95,0,1.81,0,0,460,314,0,78,0,68
2019,11,60,9,7.11,0,1.6,0,0.29,0,0,338,270,0,52,0,16
2019,11,63,19,10.29,0,1.42,0,7.29,0,0,1142,545,0,47,0,550
2019,11,56,13,5.86,1,0.7,0,5.44,0,0,951,312,20,29,0,590
2019,11,120,19,11.82,0,1.4,0,5.78,0,0,1111,614,0,80,0,417
2019,11,432,85,40.23,0,11.41,0,33.36,0,0,4475,1782,0,322,0,2371
2019,11,29,1,1,0,0,0,0,0,0,18,18,0,0,0,0
2019,11,98,9,2.2,0,4.8,0,2,0,0,337,173,0,107,0,57
2019,11,82,4,2.9,0,1.1,0,0,0,0,88,71,0,17,0,0
2019,11,111,6,2.43,0,2.32,0,1.25,1,0,178,97,0,52,0,29
2019,11,108,18,6.97,0,7.83,0,3.2,0,0,496,200,0,164,0,132
2019,11,19505,1445,436.19,33.16,570.74,1,403.91,1,6,82689,40000,4737,18248,108,19596
2019,11,27,1,1,0,0,0,0,0,1,37,37,0,0,0,0
2019,11,641,82,29.46,1.76,29.47,0,21.31,0,0,4675,1574,935,1177,0,989
2019,11,33,3,1,0,1,0,1,0,0,66,18,0,16,0,32
2019,11,29,1,1,0,0,0,0,0,0,38,38,0,0,0,0
2019,11,408,30,12.64,0.09,6.87,0,10.4,1,0,2140,886,20,344,0,890
2019,11,287,22,14.49,0,0.56,0,6.95,0,1,912,632,0,13,0,267
2019,11,83,16,7.86,1.98,4.66,0,1.5,0,0,1629,351,1033,203,0,42
2019,11,34,5,0.99,0.28,3.4,0,0.33,0,0,177,34,7,117,0,19
2019,11,709,86,29.17,0.28,35.07,0,21.48,1,0,4037,1712,35,1358,0,932
2019,11,113,16,7.14,0,6.11,0,2.75,0,0,592,305,0,158,0,129
2019,11,1499,224,55,2.46,124.85,0,41.68,1,0,13299,4363,103,6656,0,2177
2019,11,29,5,1.69,0,3.31,0,0,0,0,159,82,0,77,0,0
2019,11,162,16,7.51,0,6.57,0,1.91,1,0,661,400,0,171,0,90
2019,11,47,4,2,0,2,0,0,0,0,133,96,0,37,0,0
2019,11,553,33,12.4,1.06,10.88,0,8.66,1,0,1722,675,70,583,0,394
2019,11,88,15,6.1,0.28,5.03,0,3.59,0,1,1099,640,19,241,0,199
2019,11,213,8,4.94,0,2.06,0,1,0,0,273,140,0,85,0,48
2019,11,30,2,1.99,0,0.01,0,0,0,0,169,168,0,1,0,0
2019,11,80,9,6.58,0,0.11,0,2.3,0,0,264,183,0,3,0,78
2019,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,356,18,9.29,0.06,3.01,0,5.63,0,0,616,392,1,77,0,146
2019,11,311,21,10.13,0.3,4.74,0,5.83,0,1,1284,616,15,307,0,346
2019,11,622,72,24.78,0.19,33.9,0,13.14,0,0,3129,1249,19,1152,0,709
2019,11,322,14,8.26,0,1.52,0,4.22,0,0,691,468,0,67,0,156
2019,11,28,4,3.1,0,0,0,0.9,0,0,231,187,0,0,0,44
2019,11,30,2,2,0,0,0,0,0,0,56,56,0,0,0,0
2019,11,791,47,16.34,1,5.85,0,23.81,0,0,2724,809,76,194,0,1645
2019,11,140,15,11.89,0,1.89,0,1.22,0,0,765,645,0,65,0,55
2019,11,135,9,4.37,0,4.07,0,0.56,0,0,348,186,0,134,0,28
2019,11,108,6,4.41,0,0.03,0,1.55,0,0,312,258,0,1,0,53
2019,11,792,80,24.94,3.59,35.61,0,15.86,0,0,3286,960,169,1298,0,859
2019,11,957,127,32.05,5.82,70.81,0,18.32,0,5,8095,2087,1435,2812,0,1761
2019,11,933,177,64.9,3.29,66.75,0,42.07,1,0,12725,6348,1228,2670,0,2479
2019,11,86,7,4.87,0.35,0.32,0,1.46,0,0,318,217,12,10,0,79
2019,11,4910,567,126.53,9.85,222.99,0,207.62,17,2,42633,11825,2305,12748,0,15755
2019,11,174,13,8.86,0,2.26,0,1.88,0,0,509,413,0,50,0,46
2019,11,72,7,5.04,0,0.5,0,1.46,0,0,269,190,0,25,0,54
2019,11,466,99,17.68,1.48,67.32,0,12.51,0,0,5064,1537,285,2516,0,726
2019,11,91,3,0.56,0,2.44,0,0,0,0,49,9,0,40,0,0
2019,11,30,9,2.46,0,3.12,0,3.41,0,0,687,237,0,132,0,318
2019,11,59,7,3.67,0,1.27,0,2.06,0,0,992,737,0,124,0,131
2019,11,30,5,2.13,0,1,0,1.88,0,0,148,85,0,17,0,46
2019,11,33,2,1,0,1,0,0,0,0,40,15,0,25,0,0
2019,11,851,112,42.06,1.08,40.46,0,28.4,0,0,4420,1815,37,1335,0,1233
2019,11,29,2,1.26,0,0,0,0.74,0,1,41,26,0,0,0,15
2019,11,101,13,4.95,0.58,4.8,0,2.67,0,0,833,438,15,199,0,181
2019,11,165,20,7.37,0,5.14,0,7.49,0,0,819,308,0,167,0,344
2019,11,30,1,0,0,1,0,0,0,0,27,0,0,27,0,0
2019,11,33,1,1,0,0,0,0,0,0,18,18,0,0,0,0
2019,11,3,1,0,0,0.04,0,0.96,0,0,23,0,0,1,0,22
2019,11,229,17,8.17,1.14,1.99,0,5.7,0,0,1405,686,43,251,0,425
2019,11,228,5,3,0,0.16,0,1.84,0,0,119,65,0,3,0,51
2019,11,248,15,8.19,0.23,1.41,0,5.16,0,0,719,313,48,84,0,274
2019,11,178,22,11.43,0,9.45,0,1.12,0,0,1211,881,0,266,0,64
2019,11,181,12,8.59,0,1.61,0,1.8,0,1,521,435,0,48,0,38
2019,11,102,7,3.25,0,2.09,0,1.66,0,1,197,113,0,50,0,34
2019,11,203,9,7.38,0,0.67,0,0.95,0,0,595,554,0,15,0,26
2019,11,253,19,9.18,0.18,6.07,0,3.56,0,0,693,342,6,210,0,135
2019,11,512,79,33.63,0.66,26.36,0,18.35,0,0,4303,2093,53,853,0,1304
2019,11,81,9,3.21,0,1.3,0,4.49,0,0,281,159,0,32,0,90
2019,11,30,2,2,0,0,0,0,0,0,127,127,0,0,0,0
2019,11,526,40,11.88,2.54,15.42,0,10.16,0,0,2194,365,560,665,0,604
2019,11,86,10,2.32,2.46,2.21,0,3.01,0,1,1782,811,399,198,0,374
2019,11,181,9,3.96,0,0.75,0,4.29,0,1,367,196,0,20,0,151
2019,11,440,29,14.39,0,6.76,0,7.85,0,1,1522,951,0,254,0,317
2019,11,2621,253,99.28,6.98,79.09,0,67.64,0,1,14016,7181,218,2524,0,4093
2019,11,42,5,3.18,0,0.92,0,0.9,0,0,187,132,0,31,0,24
2019,11,1100,144,37.23,2.6,65.28,0,38.88,0,5,8585,2762,192,3808,0,1823
2019,11,2790,377,101,7.96,184.94,0.94,82.16,0,4,20256,7140,728,5957,117,6314
2019,11,54,6,2.46,0,2.37,0,1.17,0,0,295,184,0,72,0,39
2019,11,30,1,1,0,0,0,0,0,0,72,72,0,0,0,0
2019,11,2278,333,83.64,7.98,166.89,0,74.48,5,6,22622,8102,2162,8132,0,4226
2019,11,29,1,0,0,0,0,1,0,0,52,0,0,0,0,52
2019,11,35,2,0.76,0,1.24,0,0,0,0,79,31,0,48,0,0
2019,11,183,12,6.21,0.82,2.38,0,2.59,0,1,409,209,36,76,0,88
2019,11,587,57,16.93,0.91,23.67,0,15.49,1,0,2310,721,48,823,0,718
2019,11,1468,146,57.98,3.28,53.98,0,30.76,0,0,9111,3323,2428,1882,0,1478
2019,11,76,6,1.4,0,1.87,0,2.73,0,0,220,43,0,71,0,106
2019,11,191,6,3.46,0,0.89,0,1.66,0,0,183,132,0,16,0,35
2019,11,397,41,20.7,1,15.07,0,4.23,1,0,1905,1223,80,447,0,155
2019,11,26,2,1.41,0,0,0,0.59,0,0,48,31,0,0,0,17
2019,11,650,73,28.63,1.73,26.01,1,15.63,0,0,3098,1336,245,842,22,653
2019,11,459,45,14.81,0.68,18.74,0,10.78,1,0,2199,686,161,735,0,617
2019,11,111,7,2.95,0,1.12,0,2.93,0,0,226,88,0,34,0,104
2019,11,31,2,1.25,0,0,0,0.75,0,0,93,75,0,0,0,18
2019,11,166,17,9.05,0.02,2.96,0,4.97,0,0,661,369,1,133,0,158
2019,11,60,5,0.14,0,1.13,0,3.73,0,0,284,3,0,63,0,218
2019,11,5558,719,147.83,17.27,286.09,0.85,266.95,6,8,39067,10119,2930,10856,41,15121
2019,11,625,62,31.45,0,18.39,0,12.16,1,0,3780,2237,0,541,0,1002
2019,11,117,5,1.79,0,1.61,0,1.61,0,0,149,66,0,30,0,53
2019,11,103,7,2.2,0,4.8,0,0,0,1,295,97,0,198,0,0
2019,11,74,12,4.18,0,5.8,0,2.02,0,0,662,305,0,207,0,150
2019,11,156,7,1.18,0,2.56,0,3.26,0,0,141,23,0,43,0,75
2019,11,132,8,3.8,0,4.2,0,0,0,1,247,148,0,99,0,0
2019,11,78,9,0.39,0.06,5.81,0,2.74,0,0,204,9,1,141,0,53
2019,11,1139,161,51,5.3,73.35,0,31.36,13,2,17270,3868,2007,9495,0,1900
2019,11,236,15,9.79,0,3,0,2.21,0,0,600,454,0,99,0,47
2019,11,428,26,11.52,0.04,10.19,0,4.24,0,1,1010,587,1,257,0,165
2019,11,568,50,21.68,0.35,18.76,0,9.2,1,0,2003,1039,7,647,0,310
2019,11,26,1,0.61,0,0,0,0.39,0,0,18,11,0,0,0,7
2019,11,547,42,19.4,1.67,13.07,0,7.86,0,0,2398,924,168,693,0,613
2019,11,698,108,24.72,2.67,64.58,0,16.04,0,0,5321,1330,926,2097,0,968
2019,11,312,17,8.43,0.05,3.61,0,4.91,1,0,1807,1216,12,114,0,465
2019,11,222,8,2,0,0.91,0,5.09,0,0,289,108,0,20,0,161
2019,11,108,7,4.58,1.7,0.3,0,0.42,0,0,317,164,109,30,0,14
2019,11,32,5,3.68,0,0.32,0,1,0,0,205,173,0,13,0,19
2019,11,27,4,1,1,1,0,1,1,1,99,46,15,22,0,16
2019,11,855,83,30.57,0.28,25.3,0,26.85,0,0,4898,2174,50,1041,0,1633
2019,11,245,9,4.59,2,1.09,0,1.32,0,0,688,364,229,29,0,66
2019,11,55,1,0,0,0,0,1,0,0,39,0,0,0,0,39
2019,11,24,1,0.55,0,0,0,0.45,0,0,40,22,0,0,0,18
2019,11,84,11,6.53,0,0.38,0,4.09,0,0,483,326,0,10,0,147
2019,11,435,45,17.42,0.74,15.4,0,11.43,0,0,2555,1222,22,701,0,610
2019,11,696,110,39.79,2.21,52.93,0,15.07,0,5,5154,2337,180,1919,0,718
2019,11,320,31,18.3,0.6,7.26,0,4.85,0,0,2680,2087,54,273,0,266
2019,11,293,15,8.13,0,1.21,0,5.66,0,0,564,321,0,25,0,218
2019,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,232,15,7.43,0.99,1.87,0,4.71,0,0,719,422,90,44,0,163
2019,11,2329,295,76.11,6.44,119.23,1,92.21,0,7,18157,6877,872,3920,41,6447
2019,11,1225,185,34.37,4.51,120.42,0,25.7,0,1,16243,4021,1942,7909,0,2371
2019,11,393,43,13.38,1.21,16.55,0,11.87,0,0,2676,1011,50,665,0,950
2019,11,185,18,7.2,1,9,0,0.8,0,0,607,200,128,264,0,15
2019,11,3928,446,134.8,11.99,150.62,0,148.58,0,1,28940,10764,2471,4692,0,11013
2019,11,236,26,8.96,0,8.06,0,8.98,0,0,904,304,0,209,0,391
2019,11,314,48,17.12,1.08,16.44,0,13.36,0,0,2837,771,701,729,0,636
2019,11,183,16,7.07,0,4.42,0,4.51,0,0,598,308,0,138,0,152
2019,11,577,61,19.81,1.06,31.29,0,8.85,0,0,3402,1529,203,1175,0,495
2019,11,37,1,0,0,1,0,0,0,0,46,0,0,46,0,0
2019,11,113,11,5.33,0,2.31,0,3.36,1,0,568,369,0,64,0,135
2019,11,135,6,3.24,0,1.24,0,1.52,0,0,182,110,0,29,0,43
2019,11,896,85,35.44,1.71,27.6,0,20.24,0,0,3923,1806,129,1048,0,940
2019,11,29,2,1.05,0,0.08,0,0.88,0,0,69,51,0,4,0,14
2019,11,66,5,3.99,0,0.01,0,1,0,0,233,204,0,1,0,28
2019,11,79,9,1.88,0,5.21,0,1.91,0,0,342,52,0,143,0,147
2019,11,84,2,1,0,1,0,0,0,0,44,18,0,26,0,0
2019,11,201,14,5.73,0,0.85,0,7.41,0,0,433,171,0,22,0,240
2019,11,32,3,0.07,0,0.12,0,2.82,0,1,154,5,0,5,0,144
2019,11,30,5,2.27,0,2.15,0,0.58,0,0,181,101,0,62,0,18
2019,11,84,11,4.74,0,4.86,0,1.39,0,0,409,158,0,162,0,89
2019,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,86,12,6.02,0,5.91,0,0.07,0,1,565,410,0,152,0,3
2019,11,77,8,4.16,0,3.33,0,0.51,2,0,405,238,0,147,0,20
2019,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,6,1,1,0,0,0,0,0,0,26,26,0,0,0,0
2019,11,59,17,4.02,1,0.96,0,11.02,0,1,1052,293,158,39,0,562
2019,11,72,7,3.74,0,3,0,0.26,0,0,352,273,0,64,0,15
2019,11,93,17,5.46,0,7.3,0,4.24,1,0,795,227,0,210,0,358
2019,11,109,9,1.2,0,6.73,0,1.07,0,0,413,104,0,152,0,157
2019,11,117,13,5.8,1,5.2,0,1,0,0,607,312,87,172,0,36
2019,11,64,15,5.19,0,4.32,0,5.49,0,0,763,417,0,136,0,210
2019,11,111,29,12.53,0,4.01,0,12.45,0,1,4081,2529,0,169,0,1383
2019,11,32,6,2,0,1.16,0,2.84,0,0,453,224,0,38,0,191
2019,11,270,46,17.54,0,10.34,0,18.12,3,0,2856,1256,0,526,0,1074
2019,11,84,12,4.91,0.77,4.4,0,1.92,2,0,508,221,104,122,0,61
2019,11,60,14,1.76,0.25,9,0,2.99,1,0,639,61,18,402,0,158
2019,11,31,5,0.79,0,3.23,0,0.98,0,1,177,71,0,81,0,25
2019,11,22,8,1.96,0.99,4.04,0,1.01,0,0,722,150,391,130,0,51
2019,11,120,10,3.42,0,3.55,0,3.04,0,0,334,141,0,86,0,107
2019,11,183,36,12.54,0.25,11.96,0,11.25,2,1,2100,911,5,561,0,623
2019,11,7,3,0,0,0.67,0,2.33,0,0,170,0,0,54,0,116
2019,11,129,30,5.92,0,5.78,0,18.3,1,0,1489,309,0,159,0,1021
2019,11,21,6,0.06,0,4.94,0,1,1,0,179,1,0,89,0,89
2019,11,60,12,5.8,0.12,4.99,0,1.09,2,0,763,495,2,209,0,57
2019,11,60,6,2.55,0,3.45,0,0,0,0,210,84,0,126,0,0
2019,11,39,9,2.47,0,5.25,0,1.29,0,0,280,73,0,147,0,60
2019,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,1333,434,55.13,5.28,274.27,0,99.32,13,0,40143,13832,494,18457,0,7360
2019,11,4,1,0.93,0,0,0,0.07,0,0,106,99,0,0,0,7
2019,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,88,11,4.34,0,6.66,0,0,0,0,769,618,0,151,0,0
2019,11,4,1,0,0,0,0,1,0,0,40,0,0,0,0,40
2019,11,68,7,1.59,0,4.01,0,1.4,0,0,254,103,0,109,0,42
2019,11,99,24,6.9,0,8.15,0,8.96,2,0,1321,387,0,270,0,664
2019,11,29,8,4.34,0,2.42,0,1.23,0,0,307,190,0,75,0,42
2019,11,79,24,9.45,0,6.94,0,7.61,3,0,2959,1970,0,185,0,804
2019,11,75,12,3.24,0,8.76,0,0,0,0,312,78,0,234,0,0
2019,11,54,2,1,0,1,0,0,0,0,96,70,0,26,0,0
2019,11,3066,378,49.36,4.87,192.7,0,131.07,8,3,26903,8445,580,9363,0,8515
2019,11,45,7,2,0,3.76,0,1.24,0,0,345,143,0,94,0,108
2019,11,213,30,15.81,0,11.87,0,2.33,1,0,2309,1685,0,456,0,168
2019,11,158,18,3.57,0,11.95,0,2.47,1,1,594,105,0,430,0,59
2019,11,98,13,6.56,1,4.26,0,1.18,3,0,653,416,24,122,0,91
2019,11,55,10,1,1,5.02,0,2.98,0,1,1252,134,666,206,0,246
2019,11,109,16,4.34,1.93,6.25,0,3.47,0,0,1074,154,589,149,0,182
2019,11,40,4,1,0,2.11,0,0.89,1,0,252,127,0,47,0,78
2019,11,135,14,3.05,0.91,5.23,0,4.8,0,0,842,260,161,187,0,234
2019,11,184,34,9.93,0.93,16.82,0,6.32,4,1,1766,498,126,861,0,281
2019,11,122,18,6.54,0,7.54,0,3.92,1,0,585,210,0,208,0,167
2019,11,17,4,0,0,1.99,0,2.01,1,0,113,0,0,53,0,60
2019,11,84,18,11.35,0,3.23,0,3.41,0,0,1812,1474,0,135,0,203
2019,11,9,1,0,0,0,0,1,0,0,20,0,0,0,0,20
2019,11,32,1,0,0,1,0,0,0,0,21,0,0,21,0,0
2019,11,34,7,2.96,0,3.33,0,0.71,0,0,363,237,0,86,0,40
2019,11,43,9,3.58,0,3.79,0,1.62,0,0,382,126,0,149,0,107
2019,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,55,1,0,0,1,0,0,0,0,24,0,0,24,0,0
2019,11,147,11,0.83,0,8.22,0,1.95,0,0,481,20,0,261,0,200
2019,11,59,18,2.57,0,8.41,0,7.02,0,1,1019,187,0,278,0,554
2019,11,51,9,2.07,0,5.15,0,1.78,0,0,658,202,0,352,0,104
2019,11,3,2,0,0,2,0,0,0,0,59,0,0,59,0,0
2019,11,38,7,0.91,0,3.35,0,2.74,0,0,730,59,0,106,0,565
2019,11,19,1,1,0,0,0,0,0,0,28,28,0,0,0,0
2019,11,1020,171,27.09,0,83.23,0,60.68,27,2,19838,8442,0,6769,0,4627
2019,11,79,17,6.04,0,5.75,0,5.2,2,0,1458,978,0,127,0,353
2019,11,22,2,1,0,0,0,1,1,0,74,34,0,0,0,40
2019,11,36,4,0.6,0,2.07,0,1.33,1,0,570,178,0,120,0,272
2019,11,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,11,87,12,2.34,0,7.62,0,2.05,0,0,553,205,0,266,0,82
2019,11,29,2,1,0,0,0,1,1,0,141,100,0,0,0,41
2019,11,26,9,3.12,0,2.35,0,3.52,0,0,730,278,0,186,0,266
2019,11,39,6,4.43,0,0.53,0,1.04,0,0,355,203,0,20,0,132
2019,11,92,20,6.24,0,3.15,0,10.61,0,0,1965,674,0,902,0,389
2019,11,90,28,8.79,0,7.47,0,11.74,1,0,1570,736,0,332,0,502
2019,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,60,9,4.5,0,1.4,0,3.1,1,0,896,497,0,73,0,326
2019,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,47,8,2.53,0,2.39,0,3.08,0,0,390,244,0,42,0,104
2019,11,93,11,4.31,0,4.74,0,1.95,0,0,704,329,0,170,0,205
2019,11,31,5,1.2,0,2.9,0,0.9,0,0,512,149,0,110,0,253
2019,11,268,50,24.17,0,14.4,0,11.44,1,0,3200,1791,0,697,0,712
2019,11,112,24,9.63,0,4.3,0,10.07,0,0,1691,988,0,193,0,510
2019,11,131,15,6.04,0,6.93,0,2.03,1,0,1671,1353,0,236,0,82
2019,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,137,21,8.18,0,6.07,0,6.74,0,1,2830,2420,0,197,0,213
2019,11,59,6,0.94,0,4.89,0,0.17,0,1,275,44,0,220,0,11
2019,11,21,3,2,0,1,0,0,0,1,126,100,0,26,0,0
2019,11,15,3,1,0,0.41,0,1.59,0,0,251,58,0,35,0,158
2019,11,32,5,2.31,0,0.1,0,2.59,0,0,335,166,0,6,0,163
2019,11,353,69,26.6,0,20.11,0,22.29,1,0,3668,1473,0,761,0,1434
2019,11,229,48,14.47,0,10.66,0,22.87,0,0,4524,913,0,446,0,3165
2019,11,42,13,4.67,0,1.11,0,7.22,0,0,924,322,0,42,0,560
2019,11,16,2,0.07,0,1.93,0,0,0,0,96,5,0,91,0,0
2019,11,6,1,0,0,0,0,1,0,0,37,0,0,0,0,37
2019,11,12,3,1.41,0,1,0,0.59,0,0,90,39,0,24,0,27
2019,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,16,5,1.18,0,1.93,0,1.89,0,1,338,60,0,92,0,186
2019,11,15,3,0.21,0,0.88,0,1.91,0,0,156,6,0,30,0,120
2019,11,91,15,7.2,0,2.01,0,5.79,1,0,970,419,0,82,0,469
2019,11,4,1,0,0,1,0,0,0,0,19,0,0,19,0,0
2019,11,72,8,4.11,0.59,0.62,0,2.69,1,0,876,415,61,86,0,314
2019,11,14,5,1.59,0,2.41,0,1,0,0,295,140,0,66,0,89
2019,11,66,11,1.06,0.49,1.58,0,7.87,0,0,1263,155,32,57,0,1019
2019,11,33,9,5.02,0,2.03,0,1.95,0,0,604,425,0,54,0,125
2019,11,18,5,3.47,0,0.58,0,0.95,0,1,327,178,0,31,0,118
2019,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,20,3,0.68,0,0.56,0,1.76,0,0,151,50,0,19,0,82
2019,11,286,49,10.65,0,9.67,0,28.68,1,0,3626,626,0,421,0,2579
2019,11,140,34,13.81,0,9.62,0,10.57,0,0,2323,1072,0,297,0,954
2019,11,26,5,2.05,0,1,0,1.95,0,0,512,266,0,49,0,197
2019,11,119,25,6.65,0,4.1,0,14.24,1,0,2117,671,0,172,0,1274
2019,11,258,50,18.72,0,10.02,0,21.27,2,0,3443,1408,0,382,0,1653
2019,11,90,11,3.68,0,3.47,0,3.84,0,0,739,213,0,130,0,396
2019,11,2065,420,101.29,10.14,148.4,0,160.17,31,2,27010,7268,1232,6347,0,12163
2019,11,102,33,12.22,0,12.68,0,8.09,0,0,1975,818,0,594,0,563
2019,11,32,4,0.73,0,2.26,0,1.01,0,0,315,54,0,205,0,56
2019,11,107,23,9.4,0,5.76,0,7.83,0,0,2444,908,0,376,0,1160
2019,11,15,3,0.76,0,0.89,0,1.35,0,0,127,29,0,34,0,64
2019,11,85,25,7.21,0,14.77,0,3.02,1,0,1321,628,0,473,0,220
2019,11,20,2,0.56,0,0.44,0,1,0,0,149,22,0,17,0,110
2019,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,107,15,5.98,0,5.96,0,3.07,1,0,458,194,0,176,0,88
2019,11,15,2,0.22,0,1.42,0,0.36,0,0,137,20,0,85,0,32
2019,11,23,3,0.82,0,1.38,0,0.79,0,0,117,33,0,52,0,32
2019,11,12,3,1.93,0,1.07,0,0,0,0,87,64,0,23,0,0
2019,11,50,12,5.51,0,5.38,0,1.11,0,0,1075,578,0,302,0,195
2019,11,28,6,2.18,0,0.09,0,3.73,2,0,330,137,0,5,0,188
2019,11,16,2,0,0,2,0,0,1,0,95,0,0,95,0,0
2019,11,15,6,3.02,0,1.26,0,1.71,0,0,500,143,0,31,0,326
2019,11,50,10,3.31,0,1.26,0,5.43,0,0,807,299,0,75,0,433
2019,11,93,27,9.54,0,5.62,0,11.83,0,0,1671,546,0,162,0,963
2019,11,15,4,2,0.42,1.13,0,0.45,0,0,211,73,44,47,0,47
2019,11,61,7,0.68,0,1.27,0,5.05,1,0,487,74,0,68,0,345
2019,11,159,28,8.56,0,9.09,0,10.35,0,0,1487,492,0,321,0,674
2019,11,8,2,2,0,0,0,0,0,0,53,53,0,0,0,0
2019,11,47,9,5.89,0.37,1.34,0,1.41,0,0,754,438,41,85,0,190
2019,11,1017,245,48.7,2.36,89.81,0,104.13,6,0,17668,2921,199,4829,0,9719
2019,11,97,15,6.71,0,2.95,0,5.34,2,0,901,396,0,120,0,385
2019,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,90,22,5.39,0,9.57,0,7.04,1,0,1153,315,0,416,0,422
2019,11,15,3,1,0,1.62,0,0.38,0,0,119,15,0,71,0,33
2019,11,32,9,5.81,0,0.4,0,2.78,1,0,446,178,0,15,0,253
2019,11,1251,254,65.02,1.75,66.59,0,120.65,15,0,18769,5508,122,2597,0,10542
2019,11,22,6,1.7,0,2.95,0,1.36,0,0,195,81,0,81,0,33
2019,11,24,7,2.98,0,2.46,0,1.56,0,0,419,259,0,70,0,90
2019,11,268,53,17.99,0,10.52,0,24.49,1,0,3240,1041,0,325,0,1874
2019,11,119,30,8.73,0,9.5,0,11.77,0,0,2890,902,0,442,0,1546
2019,11,37,4,1.49,0,0.78,0,1.73,1,1,260,50,0,56,0,154
2019,11,8,4,0.12,0,2.06,0,1.82,0,0,156,8,0,43,0,105
2019,11,121,37,7.08,0.67,11.18,0,18.07,3,0,2400,353,20,451,0,1576
2019,11,87,17,8.98,0,1.93,0,6.08,0,0,1467,985,0,128,0,354
2019,11,18,2,0.19,0,0.81,0,1,0,0,39,3,0,13,0,23
2019,11,16,4,1.2,0,1.72,0,1.08,0,0,219,89,0,80,0,50
2019,11,56,7,1.73,1,3.29,0,0.98,0,0,693,47,78,86,0,482
2019,11,80,20,5.99,0.11,4.65,0,9.25,0,0,1395,316,2,209,0,868
2019,11,242,41,9.85,0,13.44,0,17.71,3,0,4019,587,0,1201,0,2231
2019,11,34,8,5.05,0,1.43,0,1.52,0,0,303,200,0,36,0,67
2019,11,77,15,4.74,0,4.92,0,5.34,0,0,842,163,0,198,0,481
2019,11,52,11,4.28,0,3.05,0,3.67,1,0,732,270,0,104,0,358
2019,11,547,111,34.39,0,20.98,0,55.63,0,1,8228,3052,0,686,0,4490
2019,11,315,78,22.68,0.72,28.78,0,25.82,1,1,4160,1276,13,974,0,1897
2019,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,17,2,0.75,0,1.25,0,0,0,0,54,24,0,30,0,0
2019,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,55,8,2.54,0,1.37,0,4.09,1,0,323,105,0,45,0,173
2019,11,40,3,2.25,0,0,0,0.75,0,0,266,99,0,0,0,167
2019,11,218,48,17.99,0,8.08,0,21.93,2,0,2777,840,0,254,0,1683
2019,11,15,6,1.88,0,3.29,0,0.84,0,0,271,64,0,105,0,102
2019,11,306,45,17.41,1.11,13.18,0,13.3,0,0,2809,986,102,488,0,1233
2019,11,160,39,12.98,0,17.35,0,8.67,2,3,2759,1332,0,579,0,848
2019,11,91,19,6.66,0,6.73,0,5.61,1,0,1108,458,0,298,0,352
2019,11,9,3,0.81,0,0.19,0,2,0,0,136,17,0,4,0,115
